date,open,high,low,close,adj close,volume
2000-08-17,119.75,122.8125,119.5,122.5,90.227882,4338400
2000-08-18,122.375,123.375,120.125,120.4375,88.708725,4127500
2000-08-21,121.0625,122.1875,120.0625,121.4375,89.445297,3234200
2000-08-22,121.1875,122.1875,121.0,121.375,89.399261,2769400
2000-08-23,120.3125,123.75,119.875,123.25,90.780304,4251200
2000-08-24,123.0,125.4375,122.6875,124.8125,91.931152,5988300
2000-08-25,124.3125,129.875,124.25,129.0,95.015495,8279000
2000-08-28,129.875,133.1875,129.75,131.5,96.85688,8536600
2000-08-29,131.5,134.25,131.0,132.875,97.869629,6040000
2000-08-30,130.75,131.5,129.5625,130.3125,95.982254,4928800
2000-08-31,131.875,134.1875,131.625,132.015594,97.236633,5469500
2000-09-01,133.0625,134.9375,132.625,133.625,98.422043,5776300
2000-09-05,132.8125,133.3125,130.8125,131.1875,96.62673199999999,4112100
2000-09-06,130.875,134.875,130.375,131.4375,96.81085999999999,6473000
2000-09-07,131.875,134.5,131.875,133.375,98.23796800000001,4622800
2000-09-08,132.5,132.9375,129.375,129.5,95.383759,4993700
2000-09-11,127.875,128.25,123.625,124.5,91.701012,7617700
2000-09-12,124.8125,126.875,124.0625,125.0,92.06929000000001,5001700
2000-09-13,123.125,128.8125,122.75,127.6875,94.04878199999999,5473600
2000-09-14,128.0,129.1875,126.3125,126.875,93.45031,4425500
2000-09-15,126.8125,127.25,124.75,125.0,92.06929000000001,5481700
2000-09-18,125.25,126.0,123.0625,123.25,90.780304,3932800
2000-09-19,122.75,126.25,122.5625,124.9375,92.02325400000001,3341000
2000-09-20,124.6875,126.5625,123.5,124.75,91.885132,4623400
2000-09-21,124.1875,126.6875,120.0,121.5,89.491348,4302200
2000-09-22,123.0,124.3125,121.3125,123.875,91.240685,5930100
2000-09-25,124.5,126.625,121.0,123.0,90.596191,4291000
2000-09-26,120.0,121.875,118.375,119.125,87.74205,6217200
2000-09-27,120.0625,120.3125,115.5,118.0,86.913399,5948900
2000-09-28,117.375,118.875,115.0,115.25,84.887901,5309100
2000-09-29,115.5,116.9375,110.25,112.625,82.954422,9594600
2000-10-02,112.625,119.625,112.625,117.8125,86.775276,8872200
2000-10-03,118.875,119.375,110.0,110.5625,81.43528,11744200
2000-10-04,110.375,114.875,108.5625,114.375,84.243416,11668900
2000-10-05,113.8125,114.5625,111.5625,113.1875,83.368706,5547000
2000-10-06,114.0,116.125,112.75,116.0,85.440308,6108400
2000-10-09,115.9375,119.375,114.3125,117.9375,86.867363,4898000
2000-10-10,116.625,117.125,112.4375,114.875,84.611649,5614200
2000-10-11,111.875,112.9375,107.5,112.0,82.494072,8775800
2000-10-12,114.25,114.375,103.125,103.125,75.957146,9704900
2000-10-13,104.1875,110.4375,104.1875,109.0625,80.330475,9092600
2000-10-16,111.5,113.125,108.5625,111.125,81.849609,7710400
2000-10-17,111.9375,113.875,108.5625,113.0,83.23066700000001,8882500
2000-10-18,96.75,99.125,90.25,95.4375,70.294899,29777800
2000-10-19,98.0,98.5,92.6875,96.4375,71.031456,17966900
2000-10-20,95.125,96.25,94.1875,94.75,69.788528,9369200
2000-10-23,94.75,95.0,91.0625,92.875,68.407463,9338600
2000-10-24,93.0,94.375,90.1875,91.4375,67.348686,8826200
2000-10-25,90.5,90.9375,86.9375,87.5625,64.49453000000001,14058500
2000-10-26,88.0,92.875,87.625,92.75,68.315407,10135700
2000-10-27,93.0,93.6875,91.0,93.6875,69.005943,6431400
2000-10-30,93.5,93.75,90.3125,93.3125,68.729729,8084000
2000-10-31,93.75,99.125,93.75,98.5,72.550591,10902600
2000-11-01,98.4375,99.875,97.25,98.5625,72.596642,7466200
2000-11-02,99.0,102.3125,98.5,101.9375,75.082504,7445100
2000-11-03,102.5,102.625,99.375,100.125,73.747498,5848500
2000-11-06,99.875,102.375,99.4375,100.3125,73.885597,4448500
2000-11-07,101.125,103.5,100.6875,102.3125,75.358696,5420600
2000-11-08,103.625,103.75,99.25,100.0,73.749161,6990800
2000-11-09,96.75,100.0,95.6875,99.4375,73.334305,9047900
2000-11-10,98.0,98.375,93.0,93.0,68.586647,6807900
2000-11-13,91.8125,99.4375,91.625,97.4375,71.859306,8684900
2000-11-14,99.25,99.875,98.5,99.5,73.380402,5150900
2000-11-15,99.5,100.0625,97.625,99.375,73.288185,4160300
2000-11-16,99.25,99.6875,98.25,98.25,72.458527,3739700
2000-11-17,98.3125,102.5,98.25,101.9375,75.178024,7717400
2000-11-20,101.5,103.25,100.875,103.25,76.145973,7426600
2000-11-21,103.25,104.375,98.5,98.5,72.642914,7180700
2000-11-22,98.5,100.8125,98.3125,98.5,72.642914,5537100
2000-11-24,99.375,101.75,99.25,99.9375,73.703018,2497500
2000-11-27,100.4375,102.0,98.4375,98.4375,72.596809,3866200
2000-11-28,98.75,100.75,97.375,97.875,72.181976,4799100
2000-11-29,97.75,99.9375,96.6875,99.8125,73.610855,5524600
2000-11-30,98.0,98.0,92.25,93.5,68.955437,10651400
2000-12-01,94.4375,99.3125,94.375,95.625,70.522614,7525100
2000-12-04,96.0,99.1875,95.75,98.375,72.550697,5566800
2000-12-05,100.4375,104.75,99.625,103.375,76.238167,7804200
2000-12-06,101.75,101.8125,94.8125,96.75,71.35231,10096900
2000-12-07,95.0625,95.9375,93.125,93.125,68.678871,7922000
2000-12-08,98.0,99.0,95.75,97.0,71.536652,6140600
2000-12-11,96.5,98.25,93.75,95.0,70.06166800000001,6185600
2000-12-12,95.25,96.125,92.5,93.875,69.23200200000001,7913300
2000-12-13,94.875,96.625,90.6875,91.25,67.296074,6992600
2000-12-14,92.0,93.6875,91.8125,92.4375,68.17186,6131400
2000-12-15,90.0,90.6875,87.3125,87.8125,64.76095600000001,14254500
2000-12-18,88.375,90.5,88.375,90.5,66.74297299999999,7693800
2000-12-19,90.1875,94.4375,89.8125,90.125,66.466431,7705300
2000-12-20,85.875,88.0,84.8125,86.0,63.424243999999995,12579400
2000-12-21,85.5,87.9375,80.0625,81.5625,60.151633999999994,12725500
2000-12-22,84.5,89.375,84.5,89.0,65.636703,9514000
2000-12-26,89.0,89.5625,84.25,84.8125,62.5485,6052300
2000-12-27,84.75,88.125,83.5625,84.6875,62.45626800000001,8245100
2000-12-28,83.5,88.1875,82.125,85.25,62.871136,9798600
2000-12-29,86.9375,86.9375,84.25,85.0,62.68676800000001,6943700
2001-01-02,84.5,87.5,84.125,84.8125,62.5485,8007200
2001-01-03,83.75,95.0,83.75,94.625,69.78511,12769900
2001-01-04,94.75,99.75,92.6875,93.1875,68.724968,15420500
2001-01-05,93.9375,94.6875,91.0,94.0,69.324173,8043200
2001-01-08,93.5,93.9375,91.5625,93.5625,69.001503,6064800
2001-01-09,94.4375,95.75,91.4375,92.5625,68.264023,7547100
2001-01-10,92.5,94.9375,91.6875,93.4375,68.909348,7656100
2001-01-11,92.9375,94.25,91.25,93.6875,69.093727,9635000
2001-01-12,93.6875,96.4375,92.375,93.8125,69.185898,6448000
2001-01-16,93.75,94.0,91.8125,92.75,68.402344,5671900
2001-01-17,95.375,97.75,94.3125,96.6875,71.306206,9727000
2001-01-18,104.375,110.0,103.5,108.3125,79.879517,25244900
2001-01-19,107.5,113.9375,107.25,111.25,82.045906,14762200
2001-01-22,109.5,109.9375,108.1875,108.5625,80.06390400000001,9618500
2001-01-23,109.5625,109.9375,107.625,109.0625,80.432663,9826900
2001-01-24,109.0625,111.4375,108.9375,110.4375,81.44671600000001,6760900
2001-01-25,110.125,111.125,109.4375,110.75,81.677162,4982100
2001-01-26,109.625,115.25,109.1875,114.1875,84.212296,9095200
2001-01-29,112.5,115.5,112.470001,114.980003,84.796768,5125000
2001-01-30,115.0,116.75,113.400002,116.610001,85.998848,8242000
2001-01-31,115.75,116.75,112.0,112.0,82.59902199999999,8314200
2001-02-01,112.400002,114.339996,111.199997,114.050003,84.110855,5580800
2001-02-02,112.75,113.989998,109.599998,110.269997,81.323151,5428400
2001-02-05,109.400002,112.599998,109.300003,112.220001,82.761284,5113700
2001-02-06,112.230003,115.690002,111.199997,114.190002,84.214127,7526400
2001-02-07,113.400002,117.599998,112.66999799999999,116.910004,86.318405,9006900
2001-02-08,116.910004,118.199997,114.029999,114.099998,84.243698,8380800
2001-02-09,114.029999,114.989998,111.0,112.0,82.693169,6318800
2001-02-12,110.550003,115.720001,110.300003,114.900002,84.834343,6729300
2001-02-13,114.150002,117.379997,113.07,113.75,83.98524499999999,7193200
2001-02-14,113.75,116.16999799999999,112.5,115.099998,84.981995,7032900
2001-02-15,116.800003,118.639999,116.379997,116.779999,86.222382,8098700
2001-02-16,114.550003,115.75,113.940002,115.0,84.90815699999999,7073000
2001-02-20,114.550003,115.599998,110.779999,111.5,82.323975,6748300
2001-02-21,109.550003,111.5,107.290001,107.510002,79.378036,9156900
2001-02-22,106.5,110.900002,103.379997,108.900002,80.40434300000001,11709000
2001-02-23,107.5,107.5,100.25,104.0,76.786491,15276600
2001-02-26,105.800003,105.800003,101.83000200000001,105.300003,77.74633,8344100
2001-02-27,104.900002,106.870003,102.559998,102.589996,75.74546099999999,9787900
2001-02-28,102.949997,103.540001,99.099998,99.900002,73.759323,11933200
2001-03-01,99.300003,106.400002,97.5,106.050003,78.300087,15102000
2001-03-02,104.0,107.650002,100.940002,102.300003,75.531357,14745500
2001-03-05,102.809998,105.599998,102.639999,104.910004,77.458389,6743900
2001-03-06,106.25,108.400002,105.25,106.0,78.263184,8120000
2001-03-07,107.449997,108.25,105.660004,107.550003,79.407623,7788900
2001-03-08,107.16999799999999,107.339996,105.370003,106.470001,78.610191,6793600
2001-03-09,105.0,105.010002,97.900002,99.290001,73.30896,16688100
2001-03-12,97.900002,98.400002,95.019997,95.489998,70.503304,14494800
2001-03-13,95.099998,98.440002,94.199997,98.389999,72.64445500000001,12127900
2001-03-14,95.400002,98.900002,93.339996,94.959999,70.111992,14246600
2001-03-15,96.0,97.870003,95.16999799999999,95.559998,70.55502299999999,8420000
2001-03-16,93.900002,93.900002,88.199997,90.099998,66.523712,20029400
2001-03-19,91.0,92.800003,89.199997,92.599998,68.369522,10235500
2001-03-20,91.599998,92.029999,88.099998,88.300003,65.19471,10101100
2001-03-21,88.449997,91.599998,87.75,89.08000200000001,65.770584,11013000
2001-03-22,89.120003,91.0,87.650002,89.099998,65.785362,13328200
2001-03-23,93.5,94.989998,90.290001,93.510002,69.041428,12233600
2001-03-26,95.25,95.660004,93.75,95.400002,70.436813,8581200
2001-03-27,94.0,100.0,93.970001,99.5,73.464005,11851200
2001-03-28,97.900002,98.449997,94.25,94.410004,69.705917,11890500
2001-03-29,94.459999,97.07,94.260002,95.040001,70.17104300000001,10553700
2001-03-30,96.5,97.559998,95.139999,96.18,71.012764,9461300
2001-04-02,97.449997,98.099998,93.58000200000001,94.660004,69.890495,8787000
2001-04-03,94.599998,94.650002,90.099998,90.389999,66.73781600000001,13330000
2001-04-04,90.449997,94.050003,90.050003,92.0,67.926521,13515600
2001-04-05,95.800003,100.0,95.529999,98.209999,72.511581,12506100
2001-04-06,98.0,100.0,96.400002,97.949997,72.31959499999999,13424200
2001-04-09,98.5,98.739998,93.800003,96.0,70.87986,9486600
2001-04-10,97.0,99.900002,96.559998,99.050003,73.131775,10499400
2001-04-11,101.5,101.940002,95.800003,97.43,71.935654,11498400
2001-04-12,96.400002,97.5,95.150002,96.199997,71.027489,9390100
2001-04-16,96.199997,99.889999,95.199997,96.75,71.433624,9188500
2001-04-17,97.0,99.879997,97.0,99.699997,73.611687,9957300
2001-04-18,103.0,110.0,102.300003,106.5,78.632324,19814300
2001-04-19,112.0,115.900002,110.449997,114.470001,84.516853,25822400
2001-04-20,114.349998,116.400002,113.75,114.83000200000001,84.782623,12759100
2001-04-23,114.010002,114.050003,111.68,112.0,82.693169,8537500
2001-04-24,113.400002,114.75,112.300003,112.66999799999999,83.187836,8742000
2001-04-25,112.0,114.849998,111.989998,114.849998,84.79740100000001,6858500
2001-04-26,114.949997,116.699997,113.68,113.739998,83.977867,7346100
2001-04-27,116.800003,116.900002,114.550003,116.199997,85.794159,7390600
2001-04-30,116.400002,118.050003,114.720001,115.139999,85.011528,7357200
2001-05-01,115.849998,118.650002,114.900002,118.510002,87.499718,7790800
2001-05-02,118.300003,118.949997,113.739998,115.400002,85.203506,9706200
2001-05-03,114.599998,115.099998,112.349998,113.699997,83.948349,6578000
2001-05-04,112.0,115.860001,111.199997,115.860001,85.543114,8681400
2001-05-07,116.199997,117.25,115.0,115.900002,85.572693,6088600
2001-05-08,117.25,117.75,115.5,117.699997,87.006752,7605800
2001-05-09,116.199997,118.18,115.300003,116.980003,86.474518,7680200
2001-05-10,118.5,118.900002,115.199997,115.199997,85.158691,7993900
2001-05-11,113.75,114.150002,110.959999,111.809998,82.65271,8390200
2001-05-14,111.199997,113.18,111.0,112.559998,83.207169,5254800
2001-05-15,113.5,114.150002,112.5,113.58000200000001,83.961151,5873400
2001-05-16,112.5,115.800003,112.199997,115.800003,85.602242,7796700
2001-05-17,115.800003,117.089996,115.050003,115.07,85.062584,6887700
2001-05-18,115.07,117.68,114.900002,117.440002,86.814552,6714900
2001-05-21,117.949997,119.900002,117.550003,119.040001,87.997314,8409400
2001-05-22,119.699997,119.699997,117.25,118.010002,87.235924,6005300
2001-05-23,117.800003,118.949997,117.099998,117.400002,86.78499599999999,6402600
2001-05-24,117.5,119.599998,117.5,119.599998,88.411293,7726400
2001-05-25,119.519997,119.900002,117.760002,117.800003,87.08068100000001,5629100
2001-05-29,117.349998,117.589996,115.08000200000001,115.269997,85.210442,5818000
2001-05-30,114.0,114.099998,112.0,112.650002,83.273682,9598700
2001-05-31,112.650002,113.860001,111.639999,111.800003,82.645332,6724100
2001-06-01,112.5,113.599998,111.900002,112.889999,83.451073,5138900
2001-06-04,113.25,114.75,112.849998,113.639999,84.005501,3812200
2001-06-05,113.639999,117.599998,113.559998,116.970001,86.467163,6154400
2001-06-06,117.599998,119.0,116.5,117.5,86.85891,9624200
2001-06-07,117.0,118.25,117.0,117.25,86.67411,6423700
2001-06-08,117.5,117.5,115.599998,116.099998,85.82399699999999,3099100
2001-06-11,116.300003,118.139999,116.099998,117.360001,86.755402,6542700
2001-06-12,116.75,117.800003,115.550003,117.25,86.67411,7301500
2001-06-13,117.25,118.470001,116.529999,116.540001,86.14926899999999,5703200
2001-06-14,115.599998,116.08000200000001,113.989998,115.75,85.56527700000001,7502500
2001-06-15,115.099998,115.449997,113.379997,113.599998,83.975945,12470100
2001-06-18,113.980003,115.440002,113.309998,114.269997,84.471191,5182800
2001-06-19,116.260002,117.25,114.559998,114.839996,84.892593,6152800
2001-06-20,113.5,114.989998,111.760002,113.089996,83.598946,8828300
2001-06-21,112.150002,114.699997,111.360001,112.599998,83.23673199999999,8155800
2001-06-22,112.599998,114.43,112.5,112.870003,83.436272,5607200
2001-06-25,113.75,114.900002,111.779999,112.650002,83.273682,5675900
2001-06-26,111.25,114.050003,111.099998,113.040001,83.561966,7081900
2001-06-27,113.099998,114.18,112.449997,113.519997,83.916794,4814100
2001-06-28,113.800003,116.949997,113.75,115.099998,85.084763,8181000
2001-06-29,115.599998,116.650002,113.0,113.5,83.90203100000001,9477400
2001-07-02,113.5,115.400002,112.959999,114.349998,84.530365,5913100
2001-07-03,114.099998,114.190002,112.760002,112.980003,83.517601,3325800
2001-07-05,112.599998,113.260002,111.790001,112.099998,82.867111,4419000
2001-07-06,110.900002,110.900002,105.809998,106.5,78.727448,11704600
2001-07-09,106.5,106.949997,103.650002,104.720001,77.411613,9312600
2001-07-10,104.730003,105.400002,101.599998,101.959999,75.371376,10266600
2001-07-11,101.599998,104.129997,101.559998,103.849998,76.768501,8895400
2001-07-12,105.900002,107.800003,105.620003,107.25,79.28186,8766400
2001-07-13,106.150002,109.300003,106.110001,108.529999,80.228088,7841800
2001-07-16,108.529999,109.379997,107.279999,107.82,79.70317800000001,5330100
2001-07-17,106.099998,108.58000200000001,104.75,108.529999,80.228088,8662400
2001-07-18,106.099998,107.599998,103.199997,104.279999,77.08638,11670300
2001-07-19,105.599998,106.0,103.099998,104.0,76.879395,13644500
2001-07-20,103.400002,105.699997,103.029999,105.699997,78.136055,8991700
2001-07-23,105.699997,106.949997,105.300003,105.849998,78.246933,6315700
2001-07-24,104.849998,106.150002,103.790001,104.510002,77.25640899999999,7299800
2001-07-25,104.5,105.699997,102.730003,104.889999,77.5373,6247600
2001-07-26,104.75,106.0,102.93,106.0,78.35781899999999,8428700
2001-07-27,104.75,105.949997,104.110001,104.699997,77.396812,4346500
2001-07-30,104.900002,106.25,104.760002,105.849998,78.246933,4030800
2001-07-31,105.900002,107.0,105.150002,105.209999,77.773834,5603000
2001-08-01,105.349998,108.5,105.309998,107.059998,79.141396,6036100
2001-08-02,108.5,109.470001,107.209999,108.800003,80.427666,5675100
2001-08-03,107.800003,110.089996,107.099998,108.18,79.969353,3704100
2001-08-06,107.25,107.370003,105.790001,106.510002,78.734818,4176800
2001-08-07,105.800003,107.370003,105.260002,106.25,78.542633,4029300
2001-08-08,105.0,106.099998,104.099998,104.190002,77.121437,6398000
